"reviewStatus"	"reviewNote"	"genre"	"macroGenre"	"matchScore"	"reviewPriority"	"recommendation"	"riskFlags"	"title"	"creator"	"license"	"licenseUrl"	"referenceUrl"	"candidateAudioUrl"	"subject"	"identifier"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"55"	"79"	"review-first"	""	"alex palumbo - Free Tech-House vol.1"	"alex palumbo"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/jamendo-056349"	"https://archive.org/download/jamendo-056349/09-477611-alex%20palumbo-felix%20lupus%20-%20nasty%20habits%20_antiritmo%20042_.mp3"	"electronic; energetic; minimal; synthesizer; techno; trance; Album"	"jamendo-056349"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"55"	"75"	"maybe-review"	""	"SoUnD WaVeS-official - Notorious B.I.G. Juicy (Forgotten Beauty Sound Waves Remix)"	"SoUnD WaVeS-official"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/jamendo-177956"	"https://archive.org/download/jamendo-177956/01-1559997-SoUnD%20WaVeS-official-The%20Notorious%20B.I.G.%20-%20Juicy%20_Forgotten%20Beauty%20Sound%20Waves%20Remix_.mp3"	"dubstep; electronica; happy; hiphop; Single"	"jamendo-177956"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"55"	"75"	"maybe-review"	""	"Michael Lovatt - Noblesse Oblige - Mata Hari (Michael Lovatt Remix)"	"Michael Lovatt"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/jamendo-122803"	"https://archive.org/download/jamendo-122803/01-1042975-Michael%20Lovatt-Noblesse%20Oblige%20-%20Mata%20Hari%20_Michael%20Lovatt%20Remix_.mp3"	"dark; darkambient; deephouse; electronic; sexy; synthesizer; Single"	"jamendo-122803"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"74"	"100"	"review-first"	""	"instrumental trap track "	"808 master"	"CC0"	"http://creativecommons.org/publicdomain/zero/1.0/"	"https://archive.org/details/natbombcrap"	"https://archive.org/download/natbombcrap/natbombcrap.mp3"	"instrumental; trap; track; creative commons"	"natbombcrap"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"63"	"93"	"review-first"	""	"10102012 90bpm 1 3"	"13 Mitred Abbots"	"CC-BY"	"http://creativecommons.org/licenses/by/3.0/"	"https://archive.org/details/1010201290bpm13"	"https://archive.org/download/1010201290bpm13/10102012%2090bpm1_3.flac"	"90bpm; 13 mitred abbots; doomtrap; origimal; beat; creative commons"	"1010201290bpm13"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"62"	"92"	"review-first"	""	"TRAP BEAT FREE USE T RAP BASE RAP # DUB # REGGAE"	"(BASE RAP) Sebastián Lorca Díez"	"CC-BY"	"http://creativecommons.org/licenses/by/3.0/"	"https://archive.org/details/TRAPBEATFREEUSETRAPBASERAPDUBREGGAE"	"https://archive.org/download/TRAPBEATFREEUSETRAPBASERAPDUBREGGAE/TrapBeatFreeUse22t-rap22BaseRapdubreggae-1db.mp3"	"TRAP BEAT FREE USE; BASE RAP; #DUB; #REGGAE; T-RAP; TRAP; HIP HOP; FREE USE; CREATIVE COMMONS; MUSIC; 2018; BASE DE RAP; STYLE TRAP; STYLA; REGGAE; DUBSTEP; TYPE BEAT"	"TRAPBEATFREEUSETRAPBASERAPDUBREGGAE"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"62"	"86"	"review-first"	""	"inner-circle"	"Kontraa"	"Creative Commons"	"https://creativecommons.org/publicdomain/mark/1.0/"	"https://archive.org/details/inner-circle"	"https://archive.org/download/inner-circle/inner-circle.flac"	"inner circle; instrumental; trap music; ambient; cinematic; royalty free; background music; soundtrack; ukamusicpublishing; kontraamusic; prajwalkhanal; nepali producer; creative commons; community audio"	"inner-circle"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"61"	"91"	"review-first"	""	"The Gxod Prequel "	"BenJamin Banger"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/4.0/"	"https://archive.org/details/BenjaminBanger"	"https://archive.org/download/BenjaminBanger/The%20Gxod%20Prequel/Tupac.mp3"	"Beats; beat; instrumental; rap beat; hip hop; rap; 808; trap; techno; electric; experimental; trap beat; hardcore; baltimore; instrumental hip hop; instrumentals; hip hop beats"	"BenjaminBanger"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"61"	"63"	"maybe-review"	""	"Open Metalcast Instrumetalcast #6: Tragedy of Slow and Low"	"Craig Maloney"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/OpenMetalcastInstrumetalcast6TragedyOfSlowAndLow"	"https://archive.org/download/OpenMetalcastInstrumetalcast6TragedyOfSlowAndLow/open_metalcast_instrumetalcast_006.mp3"	"metal; creativecommons; openmetalcast"	"OpenMetalcastInstrumetalcast6TragedyOfSlowAndLow"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"61"	"53"	"reject-or-review-carefully"	"long-mix-or-dj-set"	"[netdj030] choplin - indietronic mixtape"	"choplin"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/netdj030"	"https://archive.org/download/netdj030/netdj030_choplin_indietronic-mixtape.mp3"	""	"netdj030"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"61"	"81"	"review-first"	""	"Aenvelora - Starlit Outbreak Album Phonk"	"Aenvelora, Aenvelora "	"CC-BY-NC-ND"	"https://creativecommons.org/licenses/by-nc-nd/4.0/"	"https://archive.org/details/aenvelora-cosmic-drift"	"https://archive.org/download/aenvelora-cosmic-drift/Aenvelora%20-%20PulseBreaker%20Ver.%202.flac"	"Phonk; Memphis Phonk; Cyber Phonk; Chill Phonk; Dark Phonk; Cyberwave Phonk; Hyperpop; Drift Phonk; Aenvelora"	"aenvelora-cosmic-drift"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"61"	"81"	"review-first"	""	"Aenvelora - Generation Reset Album"	"Aenvelora, Aenvelora "	"CC-BY-NC-ND"	"https://creativecommons.org/licenses/by-nc-nd/4.0/"	"https://archive.org/details/aenvelora-generation-reset"	"https://archive.org/download/aenvelora-generation-reset/Aenvelora%20-%20Generation%20Reset.flac"	"Phonk; Drift-phonk; Cyber Phonk; Industrial Phonk; Aenvelora"	"aenvelora-generation-reset"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"60"	"90"	"review-first"	""	"Terrorrythmus - Adaption Disorder [YARN003]"	"Terrorrythmus"	"CC-BY"	"http://creativecommons.org/licenses/by/3.0/"	"https://archive.org/details/yarn003"	"https://archive.org/download/yarn003/03-Terrorrythmus-Post_Smack.mp3"	"Yarn Audio; Terrorrythmus; Adaption Disorder; Creative Commons; Music; Musik; Free; Netlabel; Netaudio; CC; Free Music; Bass Music; Bass Musik; Bass; Juke; Trap; Footwork; Electronic; Berlin; Bremen; Future; Future Beats; Mastered; YARN003; Free Download; Trap; Mp3; Wav; Wave; Alac; Flac"	"yarn003"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"60"	"70"	"maybe-review"	""	"Aenvelora - Cyber Drift Phonk"	"Aenvelora, Aenvelora "	"CC-BY-NC-ND"	"https://creativecommons.org/licenses/by-nc-nd/4.0/"	"https://archive.org/details/aenvelora-cyber-drift"	"https://archive.org/download/aenvelora-cyber-drift/Aenvelora%20-%20Midnight%20Drift.flac"	"Phonk; cyber phonk; cyber drift phonk; dark phonk; chill phonk; cyberwave; Aenvelora"	"aenvelora-cyber-drift"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"58"	"88"	"review-first"	""	"THE EYE TRAP RAP TRAP INSTRUMENTAL BEAT"	"Sebastián Lorca Díez, Youtube (BASE RAP)"	"CC-BY"	"http://creativecommons.org/licenses/by/3.0/"	"https://archive.org/details/THEEYETRAPRAPTRAPINSTRUMENTALBEAT"	"https://archive.org/download/THEEYETRAPRAPTRAPINSTRUMENTALBEAT/THE%20EYE%20TRAP%20-%20RAP-TRAP%20INSTRUMENTAL%20BEAT.mp3"	"trap; rap; base de trap; base de rap; trap beat"	"THEEYETRAPRAPTRAPINSTRUMENTALBEAT"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"57"	"77"	"maybe-review"	""	"Dalot - Levelling [pan088]"	"Maria Papadomanolaki"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/pan088"	"https://archive.org/download/pan088/pan088-dalot-level_2.mp3"	"Electronic; Experimental"	"pan088"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"56"	"76"	"maybe-review"	""	"Infra Red Army - Black Body EP [ns15]"	"Infra Red Army"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.5/"	"https://archive.org/details/ns15"	"https://archive.org/download/ns15/03-ira-optimystique.mp3"	"Experimental; Ambient; Easy Listening"	"ns15"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"55"	"79"	"review-first"	""	"Terrorrythmus – Adaption Disorder Remixes Pt. 2 [YARN010]"	"Terrorrythmus"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/4.0/"	"https://archive.org/details/yarn010"	"https://archive.org/download/yarn010/Terrorrythmus-40h_Chris_Geschwindner_Remix.mp3"	"bass; bass music; techno; house; electronic; cc; creative commons; free; release; netlabel; netaudio; ccmusic; berlin; bremen; germany; Terrorrythmus; llyphon; Chris Geschwindner; tobs"	"yarn010"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"トラップ"	"black_music"	"55"	"85"	"review-first"	""	"Turning Torso - Jacaranda [YARN004]"	"Turning Torso"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"https://archive.org/details/yarn004"	"https://archive.org/download/yarn004/Turning_Torso-Jacaranda.flac"	"yarn audio; netlabel; netaudio; berlin; mexico; electronic; music; ccmusic; experimental; idm; cc; creative commons; abstract; bass music"	"yarn004"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"61"	"81"	"review-first"	""	"COREBACKRECORDS64"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/COREBACKRECORDS64"	"https://archive.org/download/COREBACKRECORDS64/04_MANSHA_Aku_Soku_Zan.mp3"	""	"COREBACKRECORDS64"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"61"	"81"	"review-first"	""	"Nonsense - Burning Inside"	"Nonsense"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/"	"https://archive.org/details/NONSENSE_-_Burning_Inside"	"https://archive.org/download/NONSENSE_-_Burning_Inside/06_Nonsense_-_Our_Showdown.mp3"	"hardcore; punk"	"NONSENSE_-_Burning_Inside"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"61"	"85"	"review-first"	""	"[AUDCST027] Mr Headphone - Clinophobia"	"Mr Headphone"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/3.0/"	"https://archive.org/details/audcst027MrHeadphone-Clinophobia"	"https://archive.org/download/audcst027MrHeadphone-Clinophobia/Clinophobia.mp3"	"mr headphone; audiocast productions; netaudio; netlabel; creative commons audio; electronic; drum n bass; alternative; rock; funk; hardcore"	"audcst027MrHeadphone-Clinophobia"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"61"	"85"	"review-first"	""	"Atarix - Better Remedy EP [YARN012]"	"Atarix"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/4.0/"	"https://archive.org/details/yarn012"	"https://archive.org/download/yarn012/02-Atarix-Remedy.mp3"	"bass; bass music; house; uk; ep; electronic; creative commons; cc; cc-by-sa-nc; GEMAfrei; berlin; germany; russia; moscow; netlabel; netaudio; ccmusic"	"yarn012"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"61"	"81"	"review-first"	""	"[FSC004] Very Expensive Porno Movie - Fist Fuck Fever"	"Yes No Wave Music"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/FSC004"	"https://archive.org/download/FSC004/13__Fist_Fuck_Fever.mp3"	"Very Expensive Porno Movie, hardcore, math-rock, Yes No Wave Music, netlabel"	"FSC004"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"80"	"review-first"	""	"COREBACKRECORDS53"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/COREBACKRECORDS53"	"https://archive.org/download/COREBACKRECORDS53/02_LET_SHADOWS_FEED_MY_DARK_Ciclotimic.mp3"	""	"COREBACKRECORDS53"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"80"	"review-first"	""	"COREBACKRECORDS50_Man-Sha_and_Kenji_Siratori"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/COREBACKRECORDS50_Man-Sha_and_Kenji_Siratori"	"https://archive.org/download/COREBACKRECORDS50_Man-Sha_and_Kenji_Siratori/05_MANSHA_KENJI_SIRATORI_Insane_Asylum.mp3"	""	"COREBACKRECORDS50_Man-Sha_and_Kenji_Siratori"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"84"	"review-first"	""	"RETOUR A L ANORMAL par LA 6 EME REPUBLIQUE "	"La 6Eme REpublique"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/LA_SIXIEME_REPUBLIQUE_RETOUR_A_L_ANORMAL"	"https://archive.org/download/LA_SIXIEME_REPUBLIQUE_RETOUR_A_L_ANORMAL/04.ATTENTION_A_LA_MARCHE_LA_6EME_REPUBLIQUE_RETOUR_A_L_ANORMAL.flac"	"Le Colibri Necrophile; La 6ème République; La Sixième République; Ed End; KWAY; Khaoman; ardleg; Yoshiwaku; Noise; Electropunk; Industrial; Power electronics; Experimental; Anarcho; Punk; rock alternatif; Agitprop; Electro; Postpunk; protest; chanson française; noise rock; Free; Free Download; Harsh; post; hardcore; Anarchy; No Wave; Electronics; French; Elections; Industrial Music; Ultra; Dissidents; Poetry; Poem; fRance; Libertarians; Creative Commons"	"LA_SIXIEME_REPUBLIQUE_RETOUR_A_L_ANORMAL"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"84"	"review-first"	""	"Junk DNA III : A Tribute to David Cronenberg"	"Ed End"	"CC-BY-NC-SA"	"https://creativecommons.org/licenses/by-nc-sa/4.0/"	"https://archive.org/details/Ed_End_Junk_DNA_III"	"https://archive.org/download/Ed_End_Junk_DNA_III/02.Fathom_Exercise_Ed_End_Junk_DNA_III%20.mp3"	"Ed End; Colibri Necrophile; Vivid Tribe Of Psychics; industrial music; witch house; haunted house; drag; triphop; post-industrial; post-punk; power electronics; weird; electro; electropunk; cyberpunk; electronics; dark wave; soundtrack; noise; experimental; industrial; oldschool; no wave; avant-garde; postpunk; surrealism; horror; terror; hardcore; hip hop; dark; art; david cronenberg; cult film; fantastic; strange; lsd; magick; Junk DNA; ADN Junk; DNA; tribute; music; electro; dreamwave; cinema; free; ritual; horsnorme; psychosis; psychotic; psychoactive; outsider art; creative commons; full album; mp3; kaossilator"	"Ed_End_Junk_DNA_III"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"66"	"maybe-review"	""	"RAAO-2009-COMPILATION-SAMPLE-PACK"	"[RAAO]Network"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/3.0/"	"https://archive.org/details/RAAO-2009-COMPILATION-SAMPLE-PACK"	"https://archive.org/download/RAAO-2009-COMPILATION-SAMPLE-PACK/01_apocalypse-3-original.flac"	""	"RAAO-2009-COMPILATION-SAMPLE-PACK"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"62"	"maybe-review"	""	"COREBACKRECORDS69"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/COREBACKRECORDS69"	"https://archive.org/download/COREBACKRECORDS69/02_MAN.SHA_Vesperal_Scream.mp3"	"Dark ambient; experimental; drone; visual; doom; strange; terror; movie soundtrack; thriller; horror; mad asia; kaidan ega; yurei ega"	"COREBACKRECORDS69"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"80"	"review-first"	""	"COREBACKRECORDSFREETRACK01"	"COREBACKRECORDSFREETRACK01"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDSFRETRACK01"	"https://archive.org/download/COREBACKRECORDSFRETRACK01/FANFARE_HOOD_BRACK_AGE_lune_est_soleil_assos.mp3"	""	"COREBACKRECORDSFRETRACK01"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"80"	"review-first"	""	"COREBACKRECORDS14"	"COREBACKRECORDS014"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS014"	"https://archive.org/download/COREBACKRECORDS014/02ShellDivingGraceHome.mp3"	""	"COREBACKRECORDS014"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"80"	"review-first"	""	"COREBACKRECORDSFREETRACK02"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDSFREETRACK02"	"https://archive.org/download/COREBACKRECORDSFREETRACK02/KAG_RAZOR_lune_est_soleil_assos_vbr.mp3"	""	"COREBACKRECORDSFREETRACK02"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"80"	"review-first"	""	"COREBACKRECORDS59"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/COREBACKRECORDS059"	"https://archive.org/download/COREBACKRECORDS059/BUBEN_03_Senakos_Hay_gathering_time.mp3"	""	"COREBACKRECORDS059"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"80"	"review-first"	""	"COREBACKRECORDS63"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/COREBACKRECORDS063"	"https://archive.org/download/COREBACKRECORDS063/04_PARADEIGMA_one_Shout_at_the_one_with_the_wind.mp3"	""	"COREBACKRECORDS063"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"80"	"review-first"	""	"COREBACKRECORDS054"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/COREBACKRECORDS054"	"https://archive.org/download/COREBACKRECORDS054/08_LodemidiQuail_TrogloboticFiendBurial.mp3"	""	"COREBACKRECORDS054"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"80"	"review-first"	""	"COREBACKRECORDS57"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/COREBACKRECORDS57"	"https://archive.org/download/COREBACKRECORDS57/BUBEN_07_Significant.mp3"	""	"COREBACKRECORDS57"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"80"	"review-first"	""	"COREBACKRECORDS55"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/COREBACKRECORDS55"	"https://archive.org/download/COREBACKRECORDS55/07_Waves_vbr.mp3"	""	"COREBACKRECORDS55"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"80"	"review-first"	""	"COREBACKRECORDS31"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS31"	"https://archive.org/download/COREBACKRECORDS31/11SCREAMSYMPHONIE.mp3"	""	"COREBACKRECORDS31"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"80"	"review-first"	""	"COREBACKRECORDS58"	"COREBACKRECORDS58"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/COREBACKRECORDS58"	"https://archive.org/download/COREBACKRECORDS58/ThirdI_08_IIIIIII.mp3"	""	"COREBACKRECORDS58"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"80"	"review-first"	""	"COREBACKRECORDS27"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS27"	"https://archive.org/download/COREBACKRECORDS27/Augmented2007VIPVersion.mp3"	""	"COREBACKRECORDS27"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"60"	"62"	"maybe-review"	""	"BS052 Mother Superior and Her Fields of Migraine"	"Radio For The Daydreamers"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/BS052"	"https://archive.org/download/BS052/10-No_One_Ever_Comes_Here_But_Me-Dod_Av_En_Spokelse_Versjon.mp3"	"Post-Rock; Other: Creative Commons; Black Square"	"BS052"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"57"	"59"	"low-confidence-review"	""	"TFR688 - V/A - AccaCì - Italian Hardcore Bands"	"Various Artists"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/TFR688-VA-AccaCi-ItalianHardcoreBands"	"https://archive.org/download/TFR688-VA-AccaCi-ItalianHardcoreBands/06-Miseria-Medioevo.mp3"	"Various; Artists; AccaCì; Italian; Hardcore; Bands; Punk; Death; Metal; Crust; Torn; Flesh; Records; Italy; Karcavejia; Arteria; Stesso; Sporco; Sangue; Kennel; Anti-Tetanika; Miseria; Fuser; Fight; Club; Fiele; Fuck; you; Fucking; Fuckers; Paintrue; Kappa; Kappa; Kappa; Danny; Trejo; Ulteriori; Carlos; Dunga; Essere; A.D.R.; Clover; Violent; Cunts; Slut; Machine; Spleen; Flipper"	"TFR688-VA-AccaCi-ItalianHardcoreBands"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"57"	"81"	"review-first"	""	"COREBACKRECORDS72"	"COREBACKRECORDS"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/COREBACKRECORDS72"	"https://archive.org/download/COREBACKRECORDS72/ThirdI_kolaboracija_Bolest_Evropa_01_Wired.mp3"	""	"COREBACKRECORDS72"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDSMIXX04"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDSMIXX004"	"https://archive.org/download/COREBACKRECORDSMIXX004/COREBACKRECORDSMIXX04_MANSHA_vbr.mp3"	""	"COREBACKRECORDSMIXX004"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS19"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS00019"	"https://archive.org/download/COREBACKRECORDS00019/11FKINHOTSYLEv2005.mp3"	""	"COREBACKRECORDS00019"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS46"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS46"	"https://archive.org/download/COREBACKRECORDS46/10_AAGSF_-_Condition_Of_Full_Calmness.mp3"	""	"COREBACKRECORDS46"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS41"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS41"	"https://archive.org/download/COREBACKRECORDS41/19FuckYouGodBeStillCat.mp3"	""	"COREBACKRECORDS41"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ハードコア"	"rock"	"56"	"76"	"maybe-review"	""	"COREBACKRECORDS29"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"https://archive.org/details/COREBACKRECORDS29"	"https://archive.org/download/COREBACKRECORDS29/07nkscorpdancetonightureach_vbr.mp3"	""	"COREBACKRECORDS29"
